Validation_Set,Topics,Alpha,Beta,Coherence
100% Corpus,5,0.31,0.61,0.449332320794145
100% Corpus,5,0.31,0.9099999999999999,0.4413720703447147
100% Corpus,5,0.31,symmetric,0.4579565444434438
100% Corpus,5,0.61,0.01,0.47431446267549304
100% Corpus,5,0.61,0.31,0.4509800758622631
100% Corpus,5,0.61,0.61,0.4587796932451681
100% Corpus,5,0.61,0.9099999999999999,0.45938253220942854
100% Corpus,5,0.61,symmetric,0.4699966996824768
100% Corpus,5,0.9099999999999999,0.01,0.4776050387310753
100% Corpus,5,0.9099999999999999,0.31,0.45179006897396945
100% Corpus,5,0.9099999999999999,0.61,0.4403468766549724
100% Corpus,5,0.9099999999999999,0.9099999999999999,0.4348708919054536
100% Corpus,5,0.9099999999999999,symmetric,0.4727862401347025
100% Corpus,5,symmetric,0.01,0.4590906632285308
100% Corpus,5,symmetric,0.31,0.4320593395321809
100% Corpus,5,symmetric,0.61,0.422039450635566
100% Corpus,5,symmetric,0.9099999999999999,0.38624184753575
100% Corpus,5,symmetric,symmetric,0.4515194863282085
100% Corpus,5,asymmetric,0.01,0.4315512577395132
100% Corpus,5,asymmetric,0.31,0.38747792983111184
100% Corpus,5,asymmetric,0.61,0.39924415633117516
100% Corpus,5,asymmetric,0.9099999999999999,0.38210205633588384
100% Corpus,5,asymmetric,symmetric,0.4176669397779543
100% Corpus,6,0.01,0.01,0.4479004210278121
100% Corpus,6,0.01,0.31,0.4212161022934522
100% Corpus,6,0.01,0.61,0.39713495577867586
100% Corpus,6,0.01,0.9099999999999999,0.3750506448223596
100% Corpus,6,0.01,symmetric,0.4402180834236399
100% Corpus,6,0.31,0.01,0.4742057149824449
100% Corpus,6,0.31,0.31,0.4293052717295459
100% Corpus,6,0.31,0.61,0.4496841595559986
100% Corpus,6,0.31,0.9099999999999999,0.4504522571127513
100% Corpus,6,0.31,symmetric,0.4544776520280225
100% Corpus,6,0.61,0.01,0.48244261481910666
100% Corpus,6,0.61,0.31,0.4545466457904449
100% Corpus,6,0.61,0.61,0.46708412033583685
100% Corpus,6,0.61,0.9099999999999999,0.45387193251294644
100% Corpus,6,0.61,symmetric,0.4781321364901802
100% Corpus,6,0.9099999999999999,0.01,0.47032761157880765
100% Corpus,6,0.9099999999999999,0.31,0.4450710865039712
100% Corpus,6,0.9099999999999999,0.61,0.4451640579266754
100% Corpus,6,0.9099999999999999,0.9099999999999999,0.43163061824078175
100% Corpus,6,0.9099999999999999,symmetric,0.4683447018413811
100% Corpus,6,symmetric,0.01,0.45116592670328337
100% Corpus,6,symmetric,0.31,0.43458032954196507
100% Corpus,6,symmetric,0.61,0.42490893557159704
100% Corpus,6,symmetric,0.9099999999999999,0.39383507060723144
100% Corpus,6,symmetric,symmetric,0.44632957832004944
100% Corpus,6,asymmetric,0.01,0.3976226122780735
100% Corpus,6,asymmetric,0.31,0.38777943376702967
100% Corpus,6,asymmetric,0.61,0.385298619251257
100% Corpus,6,asymmetric,0.9099999999999999,0.3815785470809196
100% Corpus,6,asymmetric,symmetric,0.41606384818064635
100% Corpus,7,0.01,0.01,0.4326678154923574
100% Corpus,7,0.01,0.31,0.41429820369432724
100% Corpus,7,0.01,0.61,0.41109436325615273
100% Corpus,7,0.01,0.9099999999999999,0.38930669105538673
100% Corpus,7,0.01,symmetric,0.4450066845358693
100% Corpus,7,0.31,0.01,0.4626739471152839
100% Corpus,7,0.31,0.31,0.4437108084784728
100% Corpus,7,0.31,0.61,0.4500082710556481
100% Corpus,7,0.31,0.9099999999999999,0.43832863928455784
100% Corpus,7,0.31,symmetric,0.45795654444344375
100% Corpus,7,0.61,0.01,0.4908441891734775
100% Corpus,7,0.61,0.31,0.45841809245444487
100% Corpus,7,0.61,0.61,0.45823278820254654
100% Corpus,7,0.61,0.9099999999999999,0.46937588315278334
100% Corpus,7,0.61,symmetric,0.47371999588171815
100% Corpus,7,0.9099999999999999,0.01,0.4740120337772905
100% Corpus,7,0.9099999999999999,0.31,0.45430042731619436
100% Corpus,7,0.9099999999999999,0.61,0.4451334641479233
100% Corpus,7,0.9099999999999999,0.9099999999999999,0.4348708919054537
100% Corpus,7,0.9099999999999999,symmetric,0.47002655216394035
100% Corpus,7,symmetric,0.01,0.45735036528072437
100% Corpus,7,symmetric,0.31,0.42188793130182267
100% Corpus,7,symmetric,0.61,0.4272502888662212
100% Corpus,7,symmetric,0.9099999999999999,0.38051792775653076
100% Corpus,7,symmetric,symmetric,0.4524443367644505
100% Corpus,7,asymmetric,0.01,0.3999863381099287
100% Corpus,7,asymmetric,0.31,0.39592664436809144
100% Corpus,7,asymmetric,0.61,0.38942272926235366
100% Corpus,7,asymmetric,0.9099999999999999,0.3902526761938486
100% Corpus,7,asymmetric,symmetric,0.41848211745840613
100% Corpus,8,0.01,0.01,0.43748690076202357
100% Corpus,8,0.01,0.31,0.4250472363043527
100% Corpus,8,0.01,0.61,0.40934881305742044
100% Corpus,8,0.01,0.9099999999999999,0.3850470069027735
100% Corpus,8,0.01,symmetric,0.4430375996334992
100% Corpus,8,0.31,0.01,0.4623415970635339
100% Corpus,8,0.31,0.31,0.44424567081139205
100% Corpus,8,0.31,0.61,0.44420281553823165
100% Corpus,8,0.31,0.9099999999999999,0.4417439803680371
100% Corpus,8,0.31,symmetric,0.45607721410007
100% Corpus,8,0.61,0.01,0.47431446267549304
100% Corpus,8,0.61,0.31,0.4565942439693079
100% Corpus,8,0.61,0.61,0.4675338532640006
100% Corpus,8,0.61,0.9099999999999999,0.4586696980024791
100% Corpus,8,0.61,symmetric,0.4772843787632167
100% Corpus,8,0.9099999999999999,0.01,0.4740120337772905
100% Corpus,8,0.9099999999999999,0.31,0.460945754424416
100% Corpus,8,0.9099999999999999,0.61,0.4403468766549724
100% Corpus,8,0.9099999999999999,0.9099999999999999,0.4359402994731125
100% Corpus,8,0.9099999999999999,symmetric,0.47264404634082435
100% Corpus,8,symmetric,0.01,0.45754979456646516
100% Corpus,8,symmetric,0.31,0.4294748004262228
100% Corpus,8,symmetric,0.61,0.42750460282344827
100% Corpus,8,symmetric,0.9099999999999999,0.3918886770950618
100% Corpus,8,symmetric,symmetric,0.4516501519929735
100% Corpus,8,asymmetric,0.01,0.3962107256812547
100% Corpus,8,asymmetric,0.31,0.37711897509251957
100% Corpus,8,asymmetric,0.61,0.3975475780030723
100% Corpus,8,asymmetric,0.9099999999999999,0.3785766910806619
100% Corpus,8,asymmetric,symmetric,0.42064321492813345
100% Corpus,9,0.01,0.01,0.436714175067941
100% Corpus,9,0.01,0.31,0.41455723832818914
100% Corpus,9,0.01,0.61,0.39652207495043096
100% Corpus,9,0.01,0.9099999999999999,0.39023193927842403
100% Corpus,9,0.01,symmetric,0.42516525765099245
100% Corpus,9,0.31,0.01,0.4702311902723116
100% Corpus,9,0.31,0.31,0.44911833194967243
100% Corpus,9,0.31,0.61,0.4496841595559986
100% Corpus,9,0.31,0.9099999999999999,0.44870750494527734
100% Corpus,9,0.31,symmetric,0.4579565444434438
100% Corpus,9,0.61,0.01,0.4718441716377777
100% Corpus,9,0.61,0.31,0.4565038633293607
100% Corpus,9,0.61,0.61,0.4605624182295869
100% Corpus,9,0.61,0.9099999999999999,0.4797046000834183
100% Corpus,9,0.61,symmetric,0.4729440856445074
100% Corpus,9,0.9099999999999999,0.01,0.4765065508715308
100% Corpus,9,0.9099999999999999,0.31,0.4434898981647211
100% Corpus,9,0.9099999999999999,0.61,0.4451334641479233
100% Corpus,9,0.9099999999999999,0.9099999999999999,0.4348708919054536
100% Corpus,9,0.9099999999999999,symmetric,0.4692362637797074
100% Corpus,9,symmetric,0.01,0.4595826390251876
100% Corpus,9,symmetric,0.31,0.430517269395713
100% Corpus,9,symmetric,0.61,0.42085794485915945
100% Corpus,9,symmetric,0.9099999999999999,0.39281192826906686
100% Corpus,9,symmetric,symmetric,0.44817501279868666
100% Corpus,9,asymmetric,0.01,0.39756998010050293
100% Corpus,9,asymmetric,0.31,0.3878337669883413
100% Corpus,9,asymmetric,0.61,0.38339447786120967
100% Corpus,9,asymmetric,0.9099999999999999,0.3814926191211615
100% Corpus,9,asymmetric,symmetric,0.4234131299948361
100% Corpus,10,0.01,0.01,0.4349413257435211
100% Corpus,10,0.01,0.31,0.415961477976248
100% Corpus,10,0.01,0.61,0.39713495577867586
100% Corpus,10,0.01,0.9099999999999999,0.3905753945013205
100% Corpus,10,0.01,symmetric,0.44635101745665456
100% Corpus,10,0.31,0.01,0.4623415970635339
100% Corpus,10,0.31,0.31,0.45278842021582005
100% Corpus,10,0.31,0.61,0.44669203575136096
100% Corpus,10,0.31,0.9099999999999999,0.4389889129367928
100% Corpus,10,0.31,symmetric,0.45977207088723854
100% Corpus,10,0.61,0.01,0.4701328061398553
100% Corpus,10,0.61,0.31,0.4562194279367227
100% Corpus,10,0.61,0.61,0.45823278820254654
100% Corpus,10,0.61,0.9099999999999999,0.47970460008341825
100% Corpus,10,0.61,symmetric,0.48345693196051515
100% Corpus,10,0.9099999999999999,0.01,0.4776050387310753
100% Corpus,10,0.9099999999999999,0.31,0.45478730755709595
100% Corpus,10,0.9099999999999999,0.61,0.4451334641479233
100% Corpus,10,0.9099999999999999,0.9099999999999999,0.4348708919054536
100% Corpus,10,0.9099999999999999,symmetric,0.46713968104616466
100% Corpus,10,symmetric,0.01,0.4576161669624203
100% Corpus,10,symmetric,0.31,0.4294748004262228
100% Corpus,10,symmetric,0.61,0.4241716588811597
100% Corpus,10,symmetric,0.9099999999999999,0.3884151901192778
100% Corpus,10,symmetric,symmetric,0.4521481805387667
100% Corpus,10,asymmetric,0.01,0.4000033735474502
100% Corpus,10,asymmetric,0.31,0.39885570717152863
100% Corpus,10,asymmetric,0.61,0.3768016762690788
100% Corpus,10,asymmetric,0.9099999999999999,0.38169170206601094
100% Corpus,10,asymmetric,symmetric,0.4294407255293476
100% Corpus,11,0.01,0.01,0.43659421441714646
100% Corpus,11,0.01,0.31,0.4189230387311883
100% Corpus,11,0.01,0.61,0.4152981353379338
100% Corpus,11,0.01,0.9099999999999999,0.3911464406577461
100% Corpus,11,0.01,symmetric,0.42281068759613644
100% Corpus,11,0.31,0.01,0.4614718399857283
100% Corpus,11,0.31,0.31,0.4488444835138172
100% Corpus,11,0.31,0.61,0.44704122877481484
100% Corpus,11,0.31,0.9099999999999999,0.4427291822148544
100% Corpus,11,0.31,symmetric,0.46204488151776973
100% Corpus,11,0.61,0.01,0.48651145715611355
100% Corpus,11,0.61,0.31,0.456594243969308
100% Corpus,11,0.61,0.61,0.4650765457326639
100% Corpus,11,0.61,0.9099999999999999,0.48672787275099416
100% Corpus,11,0.61,symmetric,0.4774998744543536
100% Corpus,11,0.9099999999999999,0.01,0.4665289184482672
100% Corpus,11,0.9099999999999999,0.31,0.44684900601721267
100% Corpus,11,0.9099999999999999,0.61,0.44768122440449154
100% Corpus,11,0.9099999999999999,0.9099999999999999,0.44413933572678743
100% Corpus,11,0.9099999999999999,symmetric,0.4683553217233577
100% Corpus,11,symmetric,0.01,0.453076097515723
100% Corpus,11,symmetric,0.31,0.4260486651176283
100% Corpus,11,symmetric,0.61,0.4259489575029659
100% Corpus,11,symmetric,0.9099999999999999,0.3886536044878162
100% Corpus,11,symmetric,symmetric,0.46812124959737167
100% Corpus,11,asymmetric,0.01,0.4071826296921744
100% Corpus,11,asymmetric,0.31,0.3947539013141479
100% Corpus,11,asymmetric,0.61,0.3686661434671579
100% Corpus,11,asymmetric,0.9099999999999999,0.38705672733668867
100% Corpus,11,asymmetric,symmetric,0.4332252876508716
100% Corpus,12,0.01,0.01,0.4463216333871701
100% Corpus,12,0.01,0.31,0.4339811397702749
100% Corpus,12,0.01,0.61,0.40816895190185754
100% Corpus,12,0.01,0.9099999999999999,0.38538890693891703
100% Corpus,12,0.01,symmetric,0.4283525700238659
100% Corpus,12,0.31,0.01,0.4576878563988883
100% Corpus,12,0.31,0.31,0.4419690030246056
100% Corpus,12,0.31,0.61,0.44197433186820306
100% Corpus,12,0.31,0.9099999999999999,0.44488573736656223
100% Corpus,12,0.31,symmetric,0.45306577997523173
100% Corpus,12,0.61,0.01,0.47431446267549304
100% Corpus,12,0.61,0.31,0.455128204973734
100% Corpus,12,0.61,0.61,0.45823278820254654
100% Corpus,12,0.61,0.9099999999999999,0.48318104485607893
100% Corpus,12,0.61,symmetric,0.4781321364901803
100% Corpus,12,0.9099999999999999,0.01,0.46590639617013585
100% Corpus,12,0.9099999999999999,0.31,0.4468490060172126
100% Corpus,12,0.9099999999999999,0.61,0.4403468766549724
100% Corpus,12,0.9099999999999999,0.9099999999999999,0.4339219794985354
100% Corpus,12,0.9099999999999999,symmetric,0.4653814740855773
100% Corpus,12,symmetric,0.01,0.45254646929387565
100% Corpus,12,symmetric,0.31,0.4288365421728148
100% Corpus,12,symmetric,0.61,0.4279136153428271
100% Corpus,12,symmetric,0.9099999999999999,0.37925748892900507
100% Corpus,12,symmetric,symmetric,0.44071384033965816
100% Corpus,12,asymmetric,0.01,0.40366425203116857
100% Corpus,12,asymmetric,0.31,0.3871944717390083
100% Corpus,12,asymmetric,0.61,0.4015024515323765
100% Corpus,12,asymmetric,0.9099999999999999,0.3814926191211615
100% Corpus,12,asymmetric,symmetric,0.42365059152158535
100% Corpus,13,0.01,0.01,0.4502921825852836
100% Corpus,13,0.01,0.31,0.41505830885250933
100% Corpus,13,0.01,0.61,0.40825212747965606
100% Corpus,13,0.01,0.9099999999999999,0.3902920417495685
100% Corpus,13,0.01,symmetric,0.43239435478354843
100% Corpus,13,0.31,0.01,0.4623415970635339
100% Corpus,13,0.31,0.31,0.44809087966338346
100% Corpus,13,0.31,0.61,0.44079433088049835
100% Corpus,13,0.31,0.9099999999999999,0.4308326412710349
100% Corpus,13,0.31,symmetric,0.45306577997523173
100% Corpus,13,0.61,0.01,0.48651145715611344
100% Corpus,13,0.61,0.31,0.456594243969308
100% Corpus,13,0.61,0.61,0.4604022419454217
100% Corpus,13,0.61,0.9099999999999999,0.47999013722134637
100% Corpus,13,0.61,symmetric,0.4674288877569019
100% Corpus,13,0.9099999999999999,0.01,0.4776050387310753
100% Corpus,13,0.9099999999999999,0.31,0.44507108650397126
100% Corpus,13,0.9099999999999999,0.61,0.45023117718746886
100% Corpus,13,0.9099999999999999,0.9099999999999999,0.4359402994731125
100% Corpus,13,0.9099999999999999,symmetric,0.4779108833144826
100% Corpus,13,symmetric,0.01,0.4512206558141757
100% Corpus,13,symmetric,0.31,0.42649261686713863
100% Corpus,13,symmetric,0.61,0.42286270970266404
100% Corpus,13,symmetric,0.9099999999999999,0.38480845600813285
100% Corpus,13,symmetric,symmetric,0.4439010122113527
100% Corpus,13,asymmetric,0.01,0.3950930653647932
100% Corpus,13,asymmetric,0.31,0.3917569510771539
100% Corpus,13,asymmetric,0.61,0.402311211913214
100% Corpus,13,asymmetric,0.9099999999999999,0.38160291955762005
100% Corpus,13,asymmetric,symmetric,0.41818701972072425
100% Corpus,14,0.01,0.01,0.43384157419744546
100% Corpus,14,0.01,0.31,0.415961477976248
100% Corpus,14,0.01,0.61,0.40934881305742055
100% Corpus,14,0.01,0.9099999999999999,0.3873188707772249
100% Corpus,14,0.01,symmetric,0.4411772654057754
100% Corpus,14,0.31,0.01,0.4623415970635339
100% Corpus,14,0.31,0.31,0.4432164956357097
100% Corpus,14,0.31,0.61,0.4454509095943749
100% Corpus,14,0.31,0.9099999999999999,0.4438227450499611
100% Corpus,14,0.31,symmetric,0.4483309828275486
100% Corpus,14,0.61,0.01,0.4769759202717241
100% Corpus,14,0.61,0.31,0.456594243969308
100% Corpus,14,0.61,0.61,0.45823278820254654
100% Corpus,14,0.61,0.9099999999999999,0.4863286406448217
100% Corpus,14,0.61,symmetric,0.47216035028184533
100% Corpus,14,0.9099999999999999,0.01,0.4740120337772904
100% Corpus,14,0.9099999999999999,0.31,0.4611046468915572
100% Corpus,14,0.9099999999999999,0.61,0.4403468766549724
100% Corpus,14,0.9099999999999999,0.9099999999999999,0.4348708919054536
100% Corpus,14,0.9099999999999999,symmetric,0.4726537068788986
100% Corpus,14,symmetric,0.01,0.4485643247137423
100% Corpus,14,symmetric,0.31,0.43025540684869296
100% Corpus,14,symmetric,0.61,0.42030484978405197
100% Corpus,14,symmetric,0.9099999999999999,0.3955605608106927
100% Corpus,14,symmetric,symmetric,0.4525481219216875
100% Corpus,14,asymmetric,0.01,0.4070593198664523
100% Corpus,14,asymmetric,0.31,0.39922483895852384
100% Corpus,14,asymmetric,0.61,0.3959697484706994
100% Corpus,14,asymmetric,0.9099999999999999,0.38516883648402267
100% Corpus,14,asymmetric,symmetric,0.42613781489216507
