Validation_Set,Topics,Alpha,Beta,Coherence
100% Corpus,9,0.31,0.31,0.3946127213567119
100% Corpus,9,0.31,0.61,0.4327013282475304
100% Corpus,9,0.31,0.9099999999999999,0.44683117293309593
100% Corpus,9,0.31,symmetric,0.39206573208452883
100% Corpus,9,0.61,0.01,0.41482649308431563
100% Corpus,9,0.61,0.31,0.4210952936584397
100% Corpus,9,0.61,0.61,0.4617178798691642
100% Corpus,9,0.61,0.9099999999999999,0.4720598539663211
100% Corpus,9,0.61,symmetric,0.4206701694880003
100% Corpus,9,0.9099999999999999,0.01,0.40693110054149395
100% Corpus,9,0.9099999999999999,0.31,0.41410870594765425
100% Corpus,9,0.9099999999999999,0.61,0.4300520592627766
100% Corpus,9,0.9099999999999999,0.9099999999999999,0.44295522003733234
100% Corpus,9,0.9099999999999999,symmetric,0.39745358299176425
100% Corpus,9,symmetric,0.01,0.40239183295398
100% Corpus,9,symmetric,0.31,0.39101724850453373
100% Corpus,9,symmetric,0.61,0.39795305622789934
100% Corpus,9,symmetric,0.9099999999999999,0.4156897872906267
100% Corpus,9,symmetric,symmetric,0.4022200220877748
100% Corpus,9,asymmetric,0.01,0.3927646301579766
100% Corpus,9,asymmetric,0.31,0.38253057627159237
100% Corpus,9,asymmetric,0.61,0.42137655542288555
100% Corpus,9,asymmetric,0.9099999999999999,0.45124283827673795
100% Corpus,9,asymmetric,symmetric,0.386735711902951
100% Corpus,10,0.01,0.01,0.4047173972481507
100% Corpus,10,0.01,0.31,0.39074260543397543
100% Corpus,10,0.01,0.61,0.3948233902854208
100% Corpus,10,0.01,0.9099999999999999,0.41597253303932147
100% Corpus,10,0.01,symmetric,0.4038273514838382
100% Corpus,10,0.31,0.01,0.3703042015095761
100% Corpus,10,0.31,0.31,0.4000861478657347
100% Corpus,10,0.31,0.61,0.42670065587254635
100% Corpus,10,0.31,0.9099999999999999,0.44591925631183427
100% Corpus,10,0.31,symmetric,0.39874378265125243
100% Corpus,10,0.61,0.01,0.4165018627527094
100% Corpus,10,0.61,0.31,0.42839218197828677
100% Corpus,10,0.61,0.61,0.46730404859510244
100% Corpus,10,0.61,0.9099999999999999,0.4700472000424246
100% Corpus,10,0.61,symmetric,0.4188661434610042
100% Corpus,10,0.9099999999999999,0.01,0.41027353121001786
100% Corpus,10,0.9099999999999999,0.31,0.41602740298371244
100% Corpus,10,0.9099999999999999,0.61,0.43113021722436135
100% Corpus,10,0.9099999999999999,0.9099999999999999,0.4334846400965692
100% Corpus,10,0.9099999999999999,symmetric,0.4051191986025594
100% Corpus,10,symmetric,0.01,0.40239183295398
100% Corpus,10,symmetric,0.31,0.3930415713094292
100% Corpus,10,symmetric,0.61,0.3713019076658905
100% Corpus,10,symmetric,0.9099999999999999,0.427763119220588
100% Corpus,10,symmetric,symmetric,0.4060456522207757
100% Corpus,10,asymmetric,0.01,0.390185764717834
100% Corpus,10,asymmetric,0.31,0.3844225908955686
100% Corpus,10,asymmetric,0.61,0.4283636232373495
100% Corpus,10,asymmetric,0.9099999999999999,0.5249711032151471
100% Corpus,10,asymmetric,symmetric,0.39050720383198567
100% Corpus,11,0.01,0.01,0.3964956398622845
100% Corpus,11,0.01,0.31,0.3971704156367645
100% Corpus,11,0.01,0.61,0.39243782973668623
100% Corpus,11,0.01,0.9099999999999999,0.41541081563073456
100% Corpus,11,0.01,symmetric,0.39761235852434984
100% Corpus,11,0.31,0.01,0.40315157692102827
100% Corpus,11,0.31,0.31,0.4033013414051224
100% Corpus,11,0.31,0.61,0.43674755167440293
100% Corpus,11,0.31,0.9099999999999999,0.4448035017924936
100% Corpus,11,0.31,symmetric,0.393732891425143
100% Corpus,11,0.61,0.01,0.42065090697899155
100% Corpus,11,0.61,0.31,0.4210952936584397
100% Corpus,11,0.61,0.61,0.46546107419660315
100% Corpus,11,0.61,0.9099999999999999,0.4728002694932175
100% Corpus,11,0.61,symmetric,0.4180476432930541
100% Corpus,11,0.9099999999999999,0.01,0.41027353121001786
100% Corpus,11,0.9099999999999999,0.31,0.41023751549372767
100% Corpus,11,0.9099999999999999,0.61,0.42545994095658796
100% Corpus,11,0.9099999999999999,0.9099999999999999,0.441489507802787
100% Corpus,11,0.9099999999999999,symmetric,0.39732406561781625
100% Corpus,11,symmetric,0.01,0.3982805433654234
100% Corpus,11,symmetric,0.31,0.391650202304849
100% Corpus,11,symmetric,0.61,0.3768121919026465
100% Corpus,11,symmetric,0.9099999999999999,0.41344318473381475
100% Corpus,11,symmetric,symmetric,0.4026088091363813
100% Corpus,11,asymmetric,0.01,0.37552658308037856
100% Corpus,11,asymmetric,0.31,0.38292598652308996
100% Corpus,11,asymmetric,0.61,0.4385938276046327
100% Corpus,11,asymmetric,0.9099999999999999,0.45032985606505554
100% Corpus,11,asymmetric,symmetric,0.39050720383198567
100% Corpus,12,0.01,0.01,0.4120249254299158
100% Corpus,12,0.01,0.31,0.40377466046015664
100% Corpus,12,0.01,0.61,0.3984002212178499
100% Corpus,12,0.01,0.9099999999999999,0.4120381096976963
100% Corpus,12,0.01,symmetric,0.41023367115242293
100% Corpus,12,0.31,0.01,0.39018043706484806
100% Corpus,12,0.31,0.31,0.40300731981967886
100% Corpus,12,0.31,0.61,0.4047800577375977
100% Corpus,12,0.31,0.9099999999999999,0.4423264964940481
100% Corpus,12,0.31,symmetric,0.3971191863482505
100% Corpus,12,0.61,0.01,0.4068582349729458
100% Corpus,12,0.61,0.31,0.4251341449346381
100% Corpus,12,0.61,0.61,0.4606917284819142
100% Corpus,12,0.61,0.9099999999999999,0.471992037954099
100% Corpus,12,0.61,symmetric,0.4181394945773448
100% Corpus,12,0.9099999999999999,0.01,0.40693110054149395
100% Corpus,12,0.9099999999999999,0.31,0.41152009192075234
100% Corpus,12,0.9099999999999999,0.61,0.42545994095658796
100% Corpus,12,0.9099999999999999,0.9099999999999999,0.4405168285343504
100% Corpus,12,0.9099999999999999,symmetric,0.40452291272264407
100% Corpus,12,symmetric,0.01,0.4008508868859673
100% Corpus,12,symmetric,0.31,0.38892698969755835
100% Corpus,12,symmetric,0.61,0.38241138848242356
100% Corpus,12,symmetric,0.9099999999999999,0.4241643307738542
100% Corpus,12,symmetric,symmetric,0.40963965694038196
100% Corpus,12,asymmetric,0.01,0.3927665622312765
100% Corpus,12,asymmetric,0.31,0.3844225908955686
100% Corpus,12,asymmetric,0.61,0.440393662422626
100% Corpus,12,asymmetric,0.9099999999999999,0.5260344041313848
100% Corpus,12,asymmetric,symmetric,0.3979344020055582
100% Corpus,13,0.01,0.01,0.41188695942563436
100% Corpus,13,0.01,0.31,0.39769833279139205
100% Corpus,13,0.01,0.61,0.3880846210880636
100% Corpus,13,0.01,0.9099999999999999,0.4170459623280987
100% Corpus,13,0.01,symmetric,0.3960968188347451
100% Corpus,13,0.31,0.01,0.3850877513710263
100% Corpus,13,0.31,0.31,0.396521393583566
100% Corpus,13,0.31,0.61,0.42259584221361013
100% Corpus,13,0.31,0.9099999999999999,0.4525531866418369
100% Corpus,13,0.31,symmetric,0.39206573208452883
100% Corpus,13,0.61,0.01,0.41482649308431563
100% Corpus,13,0.61,0.31,0.4278535871840236
100% Corpus,13,0.61,0.61,0.4666008590932521
100% Corpus,13,0.61,0.9099999999999999,0.471992037954099
100% Corpus,13,0.61,symmetric,0.4180476432930541
100% Corpus,13,0.9099999999999999,0.01,0.4210330004142625
100% Corpus,13,0.9099999999999999,0.31,0.4105868896785877
100% Corpus,13,0.9099999999999999,0.61,0.4330044101335722
100% Corpus,13,0.9099999999999999,0.9099999999999999,0.4405168285343504
100% Corpus,13,0.9099999999999999,symmetric,0.40405058874925687
100% Corpus,13,symmetric,0.01,0.40037297101868574
100% Corpus,13,symmetric,0.31,0.3890425592251091
100% Corpus,13,symmetric,0.61,0.4033324683613554
100% Corpus,13,symmetric,0.9099999999999999,0.4285590309945209
100% Corpus,13,symmetric,symmetric,0.4056787369761913
100% Corpus,13,asymmetric,0.01,0.38511982035441844
100% Corpus,13,asymmetric,0.31,0.3843981578353963
100% Corpus,13,asymmetric,0.61,0.42166260067655176
100% Corpus,13,asymmetric,0.9099999999999999,0.4865701895628079
100% Corpus,13,asymmetric,symmetric,0.39050720383198567
100% Corpus,14,0.01,0.01,0.39718091813063017
100% Corpus,14,0.01,0.31,0.394004995239715
100% Corpus,14,0.01,0.61,0.39410266560507007
100% Corpus,14,0.01,0.9099999999999999,0.42548713567044716
100% Corpus,14,0.01,symmetric,0.4051081078253521
100% Corpus,14,0.31,0.01,0.3769204668249971
100% Corpus,14,0.31,0.31,0.396521393583566
100% Corpus,14,0.31,0.61,0.4287430342205213
100% Corpus,14,0.31,0.9099999999999999,0.4414919740856302
100% Corpus,14,0.31,symmetric,0.3872811075816123
100% Corpus,14,0.61,0.01,0.41482649308431563
100% Corpus,14,0.61,0.31,0.428262165443752
100% Corpus,14,0.61,0.61,0.4576703516662146
100% Corpus,14,0.61,0.9099999999999999,0.4657777556380906
100% Corpus,14,0.61,symmetric,0.4146539946891144
100% Corpus,14,0.9099999999999999,0.01,0.4100614121882481
100% Corpus,14,0.9099999999999999,0.31,0.41490285885069306
100% Corpus,14,0.9099999999999999,0.61,0.4330044101335722
100% Corpus,14,0.9099999999999999,0.9099999999999999,0.438715881298742
100% Corpus,14,0.9099999999999999,symmetric,0.404050588749257
100% Corpus,14,symmetric,0.01,0.40041761273576293
100% Corpus,14,symmetric,0.31,0.388685202415069
100% Corpus,14,symmetric,0.61,0.3783970056149285
100% Corpus,14,symmetric,0.9099999999999999,0.42539282933651207
100% Corpus,14,symmetric,symmetric,0.4059646093921282
100% Corpus,14,asymmetric,0.01,0.39168229422474027
100% Corpus,14,asymmetric,0.31,0.3838397114340905
100% Corpus,14,asymmetric,0.61,0.4366392654585692
100% Corpus,14,asymmetric,0.9099999999999999,0.5206703587348225
100% Corpus,14,asymmetric,symmetric,0.3905072038319857
